time_published,title,summary,overall_sentiment_score,relevance_score
20251222T120853,PayPal (NASDAQ: PYPL) Price Prediction and Forecast 2026-2030 (January 2026),"PayPal (NASDAQ: PYPL) is projected to experience significant growth through 2030, driven by the expanding fintech market, its consistent strong earnings, and the diversification into credit and Buy Now, Pay Later services. Despite past stock performance challenges, analysts predict a substantial upside, with the stock price potentially reaching $141.00 by 2030, representing a 135.74% increase from its current share price. This forecast is based on expected increases in revenue and earnings per share, leveraging the global demand for digital payments.",0.112486,0.749674
20251223T214954,Celebrating eBay’s Top Sellers of 2025,"eBay celebrated its 2025 top sellers with regional events, honoring their entrepreneurial drive and success on the global marketplace. Sellers from various regions, including Eastern Europe, Latin America, the Middle East, India, and Southeast Asia, were recognized for leveraging eBay's tools and support to achieve significant growth and expand their businesses globally. The event highlighted how eBay partnered with sellers every step of the way, helping them adapt, innovate, and thrive.",0.442519,1.0
20251223T230900,"Etsy Sues CCMI, Claims Section 230 Protection For Alleged False Advertising Of Cashmere Items","Etsy has filed a lawsuit against the Cashmere and Camel Hair Manufacturers Institute (CCMI), seeking a declaratory judgment to affirm its protection under Section 230 of the Communications Decency Act. This action comes after CCMI repeatedly alleged that Etsy is liable for third-party sellers falsely advertising cashmere products on its platform, despite a previous dispute resolution. Etsy argues that CCMI's demands for a complete overhaul of its business model and proactive testing of all ""cashmere"" listings are baseless and contrary to Section 230, which grants online platforms immunity for user-generated content.",-0.179173,0.654274
20251224T135911,"Voya Investment Management LLC Sells 30,559 Shares of eBay Inc. $EBAY","Voya Investment Management LLC reduced its stake in eBay Inc. by 22.5%, selling 30,559 shares and retaining 105,202 shares valued at approximately $9.57 million. Insider selling has also been noted, with CEO Jamie Iannone and an SVP disposing of shares totaling around $5.05 million over the past 90 days. Despite these sales, eBay exceeded quarterly EPS and revenue forecasts and provided positive FY2025 guidance, though analysts maintain an average ""Hold"" rating with a $94.41 target price.",0.110303,1.0
20251224T174058,"eBay Celebrates ""Top Sellers"" Of 2025 With Self-Congratulatory Awards Touting Ads, Authentication & More","eBay recently held its ""Exporter Of the Year 2025"" awards, celebrating ""Top Sellers of 2025,"" though the article suggests the event focused more on eBay's tools and programs than the sellers' individual achievements. The awards highlighted how sellers supposedly leveraged eBay's resources like research tools, authenticity programs, and advertising for their success, with the article critically examining these claims in light of persistent platform issues and recent policy changes. The author questions the self-congratulatory tone and eBay's portrayal of its role in seller success, especially concerning the effectiveness and cost of its various offerings.",-0.24874,1.0
20251225T125006,Vontobel Holding Ltd. Has $13.99 Million Stock Holdings in eBay Inc. $EBAY,"Vontobel Holding Ltd. reduced its stake in eBay Inc. by 15.3% to 153,821 shares, valued at $13.99 million in the third quarter. Despite Vontobel's trim, other institutional investors, including ABN AMRO and Arrowstreet Capital, significantly increased their holdings, pushing overall institutional ownership to 87.48%. eBay reported strong Q3 earnings, beating estimates with $1.36 EPS and $2.82 billion in revenue, and insiders have sold shares totaling over $5 million in the last 90 days.",0.130252,1.0
20251226T150741,Insights Into Amazon.com's Performance Versus Peers In Broadline Retail Sector,"This article provides an in-depth comparison of Amazon.com (NASDAQ: AMZN) against its competitors in the Broadline Retail sector, analyzing key financial metrics, market positioning, and growth prospects. It highlights Amazon's strong profitability as indicated by its ROE, EBITDA, and gross profit, alongside a potentially undervalued stock based on its P/E ratio. However, it also notes a substantial decline in revenue growth compared to the industry average.",0.280776,0.635918
20251226T171035,How a Seller Leveraged eBay's Seller Capital to Scale,"This article details how Ken Gaitano, a Filipino immigrant and eBay sneaker reseller, utilized eBay Seller Capital to scale his side hustle, ""the Hustle Bee,"" into a lucrative business. Faced with cash flow challenges common to small online sellers, Ken leveraged a $62,000 cash advance from eBay to reinvest in inventory and marketing, leading to a significant surge in sales and matching his previous year's revenue by July 2025. His success story highlights the effectiveness of specialized funding solutions for online entrepreneurs and how it enabled him to expand his brand, explore new categories, and build a strong community around his passion.",0.030944,0.338992
20251228T121208,Thompson Investment Management Inc. Reduces Stock Holdings in eBay Inc. $EBAY,"Thompson Investment Management Inc. recently decreased its stake in eBay Inc. by 11.0% in Q3, selling 14,899 shares and holding 120,121 shares valued at $10.925 million. Despite this, eBay exceeded Q3 earnings expectations and provided strong FY2025 guidance. Institutional investors hold a significant portion of the stock, which also pays a quarterly dividend.",0.147386,1.0
20251228T175400,(EBAY) Price Dynamics and Execution-Aware Positioning,"This article analyzes eBay Inc. (NASDAQ: EBAY) stock, highlighting a neutral near and mid-term outlook with a potentially moderating long-term positive bias. It identifies a mid-channel oscillation pattern and an exceptional 36.5:1 risk-reward setup targeting a 10.5% gain versus 0.3% risk. Three distinct AI-generated trading strategies—Position Trading, Momentum Breakout, and Risk Hedging—are provided for various risk profiles.",0.118418,1.0
20251229T150903,Kelly services (KELYA) director Murphy sells $400 in stock,"Leslie A. Murphy, a Director at Kelly Services Inc (NASDAQ:KELYA), sold 47 shares of the company’s Class A Common Stock on December 24, 2025, for a total of $400. This transaction occurred shortly after Kelly Services reported third-quarter 2025 earnings that fell short of analysts' expectations, leading to a negative reaction from investors and a decline in the company's stock value. Despite the disappointing financial performance, no updates on potential mergers or acquisitions were provided, and analyst firms have not issued any recent upgrades or downgrades.",0.119221,0.615712
20251229T163000,eBay Inc. stock outperforms competitors on strong trading day,"eBay Inc. (EBAY) shares rose by 2.97% to $87.74 on Monday, despite a general market downturn with the S&P 500 Index (SPX) falling 0.35% and the Dow Jones Industrial Average (DJIA) declining 0.51%. This marks the fourth consecutive day of gains for eBay's stock. The article highlights eBay's strong performance relative to its competitors on a challenging trading day.",0.447848,1.0
20251230T170744,eBay celebrates Global Entrepreneurial Excellence at Exporter of the Year 2025 in Hanoi,"eBay hosted its annual Exporter of the Year 2025 event in Hanoi, Vietnam, recognizing top sellers from global emerging markets for their contributions to trade and innovation. Over 200 sellers, including multiple award winners from Singapore, gathered for insights into emerging trends, AI-powered commerce, and scaling internationally. The event highlighted eBay's commitment to empowering businesses to thrive in cross-border trade.",0.42836,1.0
20251230T170802,eBay celebrates Global Entrepreneurial Excellence at Exporter of the Year 2025 in Hanoi,"eBay hosted its annual Exporter of the Year 2025 event in Hanoi, Vietnam, recognizing top sellers from global emerging markets for their entrepreneurial excellence and cross-border innovation. The event honored 22 exceptional sellers, including Singaporean companies SCC Consignments, Creation Watches, and MachineryAsia, for their growth performance and commitment to world-class buyer experiences. Keynotes and workshops provided insights into emerging trends, AI-powered commerce, and strategies for scaling internationally.",0.462827,1.0
20251231T115439,VIRGINIA RETIREMENT SYSTEMS ET Al Has $98.22 Million Position in eBay Inc. $EBAY,"VIRGINIA RETIREMENT SYSTEMS ET Al increased its stake in eBay Inc. by 27.7% in the third quarter, now owning 1,079,908 shares valued at $98.22 million. Other institutional investors also adjusted their positions in eBay, which recently reported strong quarterly earnings and announced a quarterly dividend. The e-commerce company's stock has a market capitalization of $39.37 billion.",0.292022,1.0
20251231T115439,Shilanski & Associates Inc. Purchases New Shares in eBay Inc. $EBAY,"Shilanski & Associates Inc. recently acquired a new stake of 20,035 shares in eBay Inc. valued at approximately $1.82 million during the third quarter. Other institutional investors also modified their holdings, with eBay's stock currently trading at $87.10, showing a market capitalization of $39.37 billion. Analysts maintain a ""Hold"" consensus rating with a target price of $94.41 for EBAY after various price target adjustments and rating upgrades/reductions.",0.239121,1.0
20260102T110947,"Troubled Internet Stocks 2026: eBay, Shutterstock, LegalZoom Analysis - News and Statistics","This article analyzes three internet stocks—eBay, Shutterstock, and LegalZoom—that are expected to face challenges in 2026 due to factors like stagnating user growth, declining revenue per request, and increased expenses or ineffective monetization strategies. The consumer internet sector as a whole has seen muted returns compared to the S&P 500, highlighting the competitive and volatile nature of the industry. Investors are advised to be cautious when considering these companies.",-0.262063,0.891237
20260102T222746,eBay Inc. in 2026: Can the Original Online Marketplace Still Rewrite E?Commerce?,"eBay Inc. is focusing on high-intent buyers, collectibles, and AI-driven experiences to differentiate itself in the crowded e-commerce market of 2026. The company emphasizes its unique position as a marketplace for long-tail, rare, and high-value items, leveraging AI and trust infrastructure instead of an Amazon-style logistics model. This strategy aims to drive monetization through increased take rates and retention in specialized enthusiast categories, which directly impacts its stock performance.",0.203266,1.0
20260103T113354,Generali Asset Management SPA SGR Lowers Stock Holdings in eBay Inc. $EBAY,"Generali Asset Management SPA SGR significantly reduced its stake in eBay Inc. by 33.3% in the third quarter, selling 30,774 shares and holding 61,531 shares valued at $5.596 million. Despite this, other major institutions like ABN AMRO, Arrowstreet, M&G, and Valeo increased their positions, leading to institutional ownership of 87.48%. eBay surpassed Q3 earnings estimates with $1.36 EPS on $2.82 billion revenue and provided a positive FY2025 EPS guidance, with analysts currently rating the stock as a ""Hold"" with an average price target of $94.41.",0.134291,1.0
20260103T134204,Olstein Capital Management L.P. Decreases Stock Position in eBay Inc. $EBAY,"Olstein Capital Management L.P. reduced its stake in eBay Inc. by 42.1% in the third quarter, selling 16,000 shares but still holding 22,000 shares valued at over $2 million. This comes as eBay reported strong Q3 earnings, beating analyst estimates, and provided positive FY2025 guidance. Despite a ""Hold"" consensus rating and a $94.41 price target, insiders have been net sellers, while institutional investors collectively own a significant portion of the company's stock.",0.070898,1.0
20260104T040745,eBay Inc. in 2026: Can the Original Online Marketplace Still Set the Rules?,"In 2026, eBay Inc. is redefining its role in the e-commerce landscape by focusing on niche categories, integrating advanced payment systems, and leveraging AI to enhance user experience and trust. Despite intense competition from Amazon, Walmart, and Facebook Marketplace, eBay maintains its competitive edge by serving the secondary, circular, and enthusiast economies. Its strategy highlights asset-light economics and a seller-centric ecosystem, positioning the company as a specialized global infrastructure for unique physical goods.",0.079878,1.0
20260104T042806,eBay Inc. in 2026: Can the Original Online Marketplace Still Set the Rules?,"eBay Inc. is reinventing its marketplace for a post-Amazon and post-TikTok world by focusing on AI, specific categories, and integrated payments. The company aims to stay essential by doubling down on unique, hard-to-find, and enthusiast-grade goods, leveraging its strengths in collectibles, luxury items, and refurbished electronics. This strategy positions eBay Inc. as a high-margin product for the secondary, circular, and enthusiast economy, which also influences its stock performance.",0.051948,1.0
20260106T070935,Used Car Market Set to Boom: Strategic Insights and Growth,"The ""Used Car Market"" is projected for significant growth through 2033, according to a detailed research analysis by Coherent Market Insights. The report provides strategic insights into market dynamics, key players like Arnold Clark Automobiles Ltd. and Asbury Automotive Group Inc., and segmentation by vehicle type, fuel type, distribution channel, and end-use. It covers competitive landscapes, historical data, future forecasts, and regional trends, serving as a comprehensive resource for stakeholders.",0.201221,0.622203
20260106T140157,Your grocery cart is shaping the ads you see — inside Instacart's new data tool,"Instacart has launched Data Hub, a ""clean room"" solution designed for CPG brands and agencies to securely combine their first-party data with Instacart's grocery purchase signals. This tool aims to enhance audience building, off-platform activation, and omnichannel measurement, offering deeper insights into customer behaviors like lifetime value and repurchase frequency. The pilot program with selected partners will expand throughout 2026, bolstering Instacart's role as a retail media and data partner.",0.215748,0.643922
20260107T165200,eBay Inc. stock underperforms Wednesday when compared to competitors,"eBay Inc. (EBAY) shares fell by 1.49% on Wednesday, closing at $90.15, despite a two-day winning streak. This underperformance occurred during a broader market decline, with the S&P 500 Index and Dow Jones Industrial Average also experiencing drops.",-0.104636,1.0
20260108T191400,Why (EBAY) Price Action Is Critical for Tactical Trading,"The article provides a detailed analysis of eBay Inc. (NASDAQ: EBAY) stock, highlighting strong sentiment across all horizons and an exceptional risk-reward short setup. It outlines three distinct AI-generated trading strategies—Position, Momentum Breakout, and Risk Hedging—tailored to different risk profiles. The analysis also includes multi-timeframe signal analysis with specific support and resistance levels.",0.324836,1.0
20260108T210915,Demystifying eBay: Insights From 18 Analyst Reviews,"This article compiles insights from 18 analysts who have recently evaluated eBay (NASDAQ: EBAY), providing a range of opinions and price targets. The average 12-month price target is $97.00, marking a 10.45% increase from the previous average. The analysis also covers eBay's financial performance, highlighting its positive revenue trend, strong net margin, return on equity, and return on assets, while noting challenges in market capitalization and debt management.",0.292745,1.0
20260109T131001,"EBay | History, Description, & Facts | Britannica Money","eBay, launched in 1995 by Pierre Omidyar, is a global online auction and trading company known for matching buyers and sellers of goods. The company grew significantly through the 1990s and 2000s, expanding internationally and making notable acquisitions like PayPal and Skype, though many were later divested. In the 2020s, eBay has focused on tech innovation, including NFT integration and AI tools, while also addressing ongoing controversies such as counterfeit goods and data security.",0.171803,1.0
20260109T201107,Behind the Scenes of PayPal Holdings's Latest Options Trends,"Deep-pocketed investors are showing a mixed but notably bearish interest in PayPal Holdings (PYPL) through unusual options activity. Benzinga's analysis revealed 8 extraordinary options activities, with 50% bearish sentiment and price targets ranging from $42.5 to $60.0 over the next three months. This comes as PYPL's stock is down, and analysts offer a consensus price target of $71.8.",-0.090733,0.626841
20260112T105624,eBay celebrates Global Entrepreneurial Excellence at Exporter of the Year 2025 in Hanoi,"eBay hosted its annual Exporter of the Year 2025 event in Hanoi, Vietnam, recognizing outstanding sellers from emerging markets who excel in global trade. The event honored 22 exceptional sellers, with Aanshul Jain from Uwajh Jewelry winning the Luxury Excellence Award for India. It also provided sellers with insights into market trends, AI-powered commerce, and strategies for international growth.",0.490899,1.0
20260112T205741,PagerDuty Appoints Chris Ferro as Chief Legal Officer,"PagerDuty (NYSE:PD) has announced the appointment of Chris Ferro as its new Chief Legal Officer. Ferro brings over 25 years of leadership experience from tech companies like Flexport, Xoom, eBay, and PayPal and will oversee all legal functions. His role will focus on advancing business objectives, mitigating risks, and supporting the company as it scales its AI-centric operations platform.",0.324192,0.635578
20260113T165704,eBay Inc. $EBAY Shares Sold by SG Americas Securities LLC,"SG Americas Securities LLC reduced its stake in eBay Inc. by 74.1% in the third quarter of 2025, selling 89,715 shares and retaining 31,364 shares valued at $2.85 million. Insiders have also been net sellers, with SVP Jordan Douglas Bradle Sweetnam selling significant shares. Despite mixed analyst ratings, eBay maintains a ""Hold"" consensus with an average price target of $94.47, and the company reported strong financial results for Q3 with revenue up 9.5% year-over-year.",-0.227143,1.0
20260113T165704,"Nordea Investment Management AB Sells 1,069,559 Shares of eBay Inc. $EBAY","Nordea Investment Management AB has reduced its stake in eBay Inc. by 11.8%, selling over 1 million shares. Despite this, eBay exceeded Q3 expectations with strong EPS and revenue, prompting several analysts to raise their price targets for the e-commerce company. Insiders have also sold shares, though institutional investors still hold a significant portion of the stock.",0.073122,1.0
20260114T175745,eBay unveils climate transition plan to reach 2045 net-zero target,"E-commerce giant eBay has released its first climate transition plan, outlining its strategy to achieve net-zero emissions across its supply chain by 2045. The plan emphasizes decarbonization of operations and significant reductions in downstream transportation and distribution emissions, which constitute the largest portion of eBay's carbon footprint. The company intends to collaborate with carriers and industry partners for emission reductions and plans to neutralize remaining emissions through ""permanent and durable"" carbon removals.",0.31062,1.0
20260114T235933,Sumitomo Mitsui Trust Group Inc. Grows Holdings in eBay Inc. $EBAY,"Sumitomo Mitsui Trust Group Inc. increased its stake in eBay Inc. by 7.6% during the third quarter, bringing its total ownership to 1,141,778 shares, valued at approximately $103.845 million. This comes as eBay reported stronger-than-expected Q3 earnings and provided optimistic FY2025 guidance. Despite a consensus ""Hold"" rating from analysts with an average price target of $95.31, institutional interest in eBay remains high, with 87.48% of the stock owned by institutional investors, though insiders have recently sold shares.",0.285131,1.0
20260115T005704,eBay Expands Circular Fashion Fund Across Europe and North America,"eBay is expanding its Circular Fashion Fund in 2026 to include businesses and startups from the EU, Switzerland, and Canada, alongside its existing presence in the UK, Germany, Australia, and the U.S. Eight selected businesses will receive $50,000 in funding and mentorship, with one global winner eligible for an additional $300,000 investment from eBay Ventures. The program aims to support solutions for extending clothing life and reducing textile waste, bringing eBay's total global funding through the initiative to $1.9 million by the end of 2026.",0.404694,1.0
20260115T142623,"Did Flat Users, Margin Pressure and MetroCard Mania Just Shift eBay's (EBAY) Investment Narrative?","eBay faces renewed scrutiny due to a flat active buyer base, contracted EBITDA margins, and payment processing glitches, while the high demand for discontinued NYC MetroCards on its platform highlights its niche for collectibles. These issues, combined with revenue guidance for 2025 and projections through 2028, prompt an examination of how these developments might reshape eBay's investment outlook. The article suggests focusing on the resilience of GMV and high-value categories, despite user growth concerns and potential concentration risk in collectibles.",-0.273531,1.0
20260116T122929,"OVERSEA CHINESE BANKING Corp Ltd Purchases Shares of 10,606 eBay Inc. $EBAY","OVERSEA CHINESE BANKING Corp Ltd has acquired a new position in eBay Inc. (NASDAQ:EBAY) during the third quarter, purchasing 10,606 shares valued at approximately $965,000. Other hedge funds have also adjusted their holdings in eBay, while institutional investors and hedge funds collectively own 87.48% of the stock. Wall Street analysts currently rate eBay as a ""Hold"" with a consensus price target of $95.52.",0.125862,1.0
20260116T154243,EBay Introduces its Inaugural Climate Transition Plan to Advance Sustainable Commerce,"eBay has launched its first Climate Transition Plan, outlining a comprehensive strategy to achieve net-zero greenhouse gas emissions by 2045. The plan emphasizes advancing sustainable commerce through its circular marketplace model, integrating climate action into its governance, and collaborating across its value chain to reduce Scope 3 emissions. This initiative aligns with eBay's commitment to climate resiliency and meeting rising consumer demand for sustainable shopping.",0.43615,1.0
20260117T145628,Is eBay’s Net‑Zero Logistics Push Reshaping the Investment Case For EBAY?,"eBay has released its first climate transition plan, aiming for net-zero greenhouse gas emissions by 2045, with a focus on cutting logistics emissions through its recommerce marketplace. While this sustainability push is directionally positive, it doesn't significantly alter eBay's immediate investment narrative, which remains centered on growth in higher-margin advertising and managing seller relations regarding increasing fees. The company is projected to achieve $12.3 billion in revenue and $2.3 billion in earnings by 2028, aligning with its current fair value.",0.143073,1.0
20260117T192652,eBay Expands Circular Fashion Fund Across Europe and North America,"eBay is expanding its Circular Fashion Fund in 2026 to include businesses and startups across the EU, Switzerland, and Canada, bringing its total global funding to $1.9 million USD by the end of 2026. Eight selected businesses will receive $50,000 USD in funding and mentoring, with one global winner eligible for an additional $300,000 USD investment from eBay Ventures. The fund aims to support innovative solutions that promote circularity in the fashion industry, reducing textile waste and extending clothing life.",0.428992,1.0
20260118T185744,A Look At Macy's (M) Valuation As Bold New Chapter And Saks Fallout Reshape Expectations,"Macy's (M) stock is under investor scrutiny due to its ""Bold New Chapter"" restructuring, positive analyst actions, and potential market share gains following Saks Global's bankruptcy. Despite mixed recent performance, Macy's shows stronger long-term momentum with a 20.91% 90-day return and 62.93% one-year return. The company is currently trading near its analyst target, with a 24% intrinsic value gap, suggesting it may be undervalued given its ongoing modernization efforts and positive earnings.",0.113421,0.61313
20260119T083600,Morgan Stanley Maintains Coverage of eBay Inc. (EBAY),"Morgan Stanley has maintained its coverage of eBay Inc. (EBAY), boosting its price target to $112 from $102 and keeping an Overweight rating. The firm anticipates that the internet industry in 2026 will mirror 2025, with investors favoring companies utilizing GenAI or GPU-enabled technology. Additionally, eBay announced the expansion of its Circular Fashion Fund to include Canada, Switzerland, and the European Union for the first time.",0.282587,1.0
20260119T202400,Liquidity Mapping Around (EBAY) Price Events,"This article provides a detailed liquidity mapping analysis for eBay Inc. (NASDAQ: EBAY), indicating a strong overweight bias across all time horizons. It outlines various institutional trading strategies, including long and short setups, with specific entry points, targets, and stop losses. The analysis also highlights key support and resistance levels across near-term, mid-term, and long-term perspectives, driven by AI-generated signals.",0.412152,1.0
20260120T092715,eBay Releases Plan to Reach Net Zero Across Value Chain by 2045,"eBay has unveiled its first Climate Transition Plan, detailing its strategy to achieve net-zero emissions across its operations and value chain by 2045. The plan includes significant emission reduction targets, such as a 90% reduction in value chain emissions by 2045 and maintaining 100% renewable electricity. A key focus is on tackling downstream transportation and distribution, which accounts for 84% of eBay's carbon footprint, through collaboration with logistics partners on cleaner technologies and sustainable practices.",0.415334,1.0
20260120T202719,Morgan Stanley’s Top European Software and Services Stocks,"Morgan Stanley has identified SAP and Adyen as top European software and services stocks positioned for accelerated growth in 2026. SAP, a leader in Enterprise Resource Planning, is expected to see organic growth accelerate to 12% in 2026 driven by its S/4HANA shift, with potential EPS doubling by 2030. Adyen, a global payments platform, is projected to accelerate net revenue growth to 22% in 2026, leveraging its single global platform and significant growth potential in the €26 trillion payments market despite a moderated 2025 growth.",0.091156,0.602227
20260121T131309,Vest Financial LLC Has $57.72 Million Stock Position in eBay Inc. $EBAY,"Vest Financial LLC reduced its stake in eBay Inc. by 1.8% in Q3, holding 634,618 shares valued at $57.72 million. Despite mixed analyst ratings, eBay exceeded Q3 earnings and revenue estimates and provided positive FY2025 guidance. Institutional investors collectively own 87.48% of eBay stock.",0.247646,1.0
20260121T132634,eBay’s Q4 2025 Earnings: What to Expect,"eBay Inc. (EBAY) is preparing to release its Q4 2025 earnings, with analysts projecting a 5.9% increase in EPS to $1.08. For the full fiscal year 2025, EPS is expected to rise by 12.5% to $4.42, with further growth anticipated in 2026. The company's stock has seen significant growth over the past year, outperforming major indices, driven by strong earnings, revenue, and strategic initiatives.",0.462124,1.0
20260122T145620,eBay Expands Circular Fashion Fund Across Europe and North America,"eBay is expanding its Circular Fashion Fund in 2026, opening applications to businesses and startups across the EU, Switzerland, and Canada for the first time. Eight selected businesses will each receive $50,000 in funding and mentoring, with one global winner eligible for an additional $300,000 investment from eBay Ventures. The program aims to support entrepreneurs developing innovative solutions to extend clothing life and reduce textile waste.",0.416504,1.0
20260122T162635,eBay Stock: Undervalued Relic Or Quiet Comeback Story For 2026?,"eBay's stock has been trading like a ""forgotten relic"" despite its profitability and cash-rich status, dramatically lagging the broader tech rally. Analysts are cautiously optimistic, seeing eBay as a stable, cash-generating business returning capital to shareholders through buybacks and dividends, rather than a high-growth innovator. The company is focusing its strategy on high-value, niche categories like luxury goods and collectibles, betting on trust and community over pure speed.",0.262135,1.0
20260123T152735,Cinch Home Services Welcomes Digital Transformation Leader Kristine Miller to its Board of Advisors,"Cinch Home Services announced the appointment of Kristine Miller, a recognized digital transformation leader, to its Board of Advisors. Miller brings over two decades of experience from roles at eBay and Bain & Company, focusing on digital strategy, e-commerce, and customer-centered growth. Her expertise will help guide Cinch Home Services in expanding its mission to simplify home ownership through innovative home protection solutions.",0.212659,0.714924
20260123T202243,"eBay bans AI agents from shopping, but hints at future approved bots","eBay is updating its user agreement to explicitly ban AI agents and chatbots from making purchases on its platform, effective February 20, 2026. This move aims to prevent ""agentic shopping"" by bots competing with human users, although eBay hints it may permit authorized AI agents in the future. The e-commerce giant is also experimenting with its own agentic shopping experiences amidst broader industry trends of AI integration in retail.",0.141619,1.0
20260124T092748,"Wealth Enhancement Advisory Services LLC Sells 18,568 Shares of eBay Inc. $EBAY","Wealth Enhancement Advisory Services LLC reduced its stake in eBay Inc. by 9.4% in the third quarter, selling 18,568 shares and retaining 178,374 shares valued at $16.6 million. Despite this trimming, eBay reported strong Q3 earnings, beating analyst estimates with $1.36 EPS and $2.82 billion in revenue, and provided optimistic guidance for FY2025. Insider selling also occurred, with key executives selling shares, although institutional investors collectively own a significant 87.5% of the company's stock.",0.264817,1.0
20260125T055714,Trek Financial LLC Takes $3.89 Million Position in eBay Inc. $EBAY,"Trek Financial LLC has established a new position in eBay Inc. by purchasing 42,777 shares valued at approximately $3.89 million during the third quarter. This move comes as eBay received a consensus ""Hold"" rating from analysts with an average price target of $95.66, following a beat on its Q3 earnings estimates. Other institutional investors have also adjusted their holdings in the e-commerce giant.",0.202942,1.0
20260126T105732,Retirement Systems of Alabama Has $88.53 Million Stake in eBay Inc. $EBAY,"Retirement Systems of Alabama has reduced its stake in eBay Inc. by 4.9%, now owning 973,383 shares valued at approximately $88.53 million. Despite this, other major institutional investors like ABN AMRO and Arrowstreet Capital have significantly increased their holdings, bringing institutional ownership to 87.48%. Wall Street analysts offer a mixed outlook for eBay, with a consensus ""Hold"" rating and an average price target of $95.66.",0.121274,1.0
20260126T185305,Why eBay (EBAY) is Poised to Beat Earnings Estimates Again,"eBay (EBAY) is expected to beat its upcoming earnings estimates, continuing a trend of outperforming expectations. The company has a positive Zacks Earnings ESP of +1.16% and a Zacks Rank #3 (Hold), which historically suggests a high probability of an earnings beat. This forecast is based on analysts' recent bullish revisions and eBay's past performance, including an average surprise of 3.82% over the last two quarters.",0.302669,1.0
20260127T135207,eBay aims for net-zero emissions by 2045,"eBay has released its first official climate transition plan, committing to achieve net-zero greenhouse gas emissions by 2045 with significant reductions in operational emissions and a shift to 100% renewable electricity. The plan also details efforts to collaborate with supply chain partners to reduce Scope 3 impacts and integrate climate action into its governance. Additionally, eBay is expanding its Circular Fashion Fund to the E.U., Switzerland, and Canada, providing funding and mentorship to businesses focused on reducing textile waste.",0.445017,1.0
20260127T145919,eBay (EBAY) Expands Automotive Offering with Evan Fischer Brand,"CarParts.com's proprietary brand, Evan Fischer, will be exclusively available on eBay as the sole third-party marketplace for its products, expanding eBay's automotive offering. eBay, a major global e-commerce player, shows strong profitability with a 20.71% operating margin and 20.37% net margin, but its valuation metrics and insider selling activity suggest potential overvaluation. Despite a healthy Altman Z-Score, investors should monitor sector-specific risks and market conditions.",0.153871,1.0
20260128T143036,eBay Inc. $EBAY Shares Purchased by Truist Financial Corp,"Truist Financial Corp increased its stake in eBay Inc. by 5.5% in the third quarter, acquiring an additional 73,763 shares, bringing their total holdings to 1,422,988 shares valued at approximately $129.4 million. The e-commerce company recently reported strong Q3 earnings, beating analyst expectations with $1.36 EPS and $2.82 billion in revenue. Despite some insider selling activity, institutional investors hold a significant portion of the stock, and analysts maintain a consensus ""Hold"" rating with a target price of $95.66.",0.141467,1.0
20260128T160604,eBay (EBAY) Reiterates Market Outperform Rating: Key Analyst Ins,"Citizens analyst Andrew Boone has reiterated a Market Outperform rating for eBay (EBAY) and maintained a $115.00 price target. This decision aligns with other analysts who have recently raised their price targets for the e-commerce giant. Despite a consensus brokerage recommendation of ""Hold,"" the reiteration suggests continued confidence in eBay's market performance.",0.409187,1.0
20260129T144557,The Truth About eBay Inc.: Is This OG Marketplace Suddenly a Must?Cop Stock?,"This article examines eBay Inc. as a potentially undervalued stock, highlighting its quiet resurgence and robust business model focused on resale, collectibles, and niche markets. While not a ""hyper-growth"" stock, eBay offers stability, cash returns, and cultural relevance as a money-making platform, contrasting with its under-hyped stock performance. The author suggests it's a conditional ""cop"" for long-term investors seeking value and exposure to the resilient resale economy.",0.254505,1.0
20260129T153452,eBay Stock: Is Wall Street Bullish or Bearish?,"eBay (EBAY) has shown strong performance over the past year, outperforming the S&P 500 and the Consumer Discretionary Select Sector SPDR ETF due to accelerating Gross Merchandise Volume and improved revenue and earnings. Analysts hold a ""Moderate Buy"" consensus rating for the stock, with a mean price target indicating a marginal premium and a Street-high target suggesting a 20.8% upside. The company's strategic acquisition of Tise and focus on specific categories contribute to investor confidence.",0.498521,1.0
20260130T091004,Federated Hermes Inc. Has $53.72 Million Holdings in eBay Inc. $EBAY,"Federated Hermes Inc. reduced its stake in eBay Inc. by 14.5% in the third quarter, now holding 590,699 shares valued at $53.72 million. Other institutional investors also adjusted their positions in eBay, with 87.48% of the stock currently owned by institutional investors and hedge funds. Insiders have sold shares totaling over $4.38 million in the last quarter, while analysts have set an average target price of $95.66 for EBAY, with a consensus ""Hold"" rating.",0.055761,1.0
20260130T092454,Bank of New York Mellon Corp Reduces Holdings in eBay Inc. $EBAY,"Bank of New York Mellon Corp decreased its stake in eBay Inc. by 1.4% during the third quarter, reducing its holdings to 3,534,420 shares valued at $321.46 million. Despite this, other institutional investors like Miracle Mile Advisors LLC and Garrett Wealth Advisory Group LLC increased their positions. The article also notes recent insider selling by eBay's CEO and SVP, alongside current analyst ratings, financial performance, and company profile.",-0.126349,1.0
20260131T081838,Mirae Asset Global Investments Co. Ltd. Raises Position in eBay Inc. $EBAY,"Mirae Asset Global Investments Co. Ltd. increased its stake in eBay Inc. by 30.1% during the third quarter, now holding 181,787 shares valued at $16.53 million. While institutional ownership of eBay stock is high, company insiders have recently sold over 53,000 shares. Analyst price targets have been raised by several firms, but the consensus rating for eBay remains a ""Hold"" with an average price target of $95.66.",0.10483,1.0
